# word	offset_bits  (frame=24640 bits; window=32 bits, LSB-packed from FEC startIn)
D0DE6469	6807
D0DF010F	12438
D0E41F42	6497
D0F162DA	2948
D0F47EEF	228
D0F5492B	21584
D0F8773B	9653
D1011F51	22870
D1013CD6	16134
D1014217	1004
D101B5C5	10188
D101BC0C	23672
D1035FAC	10465
D108F27B	20299
D10C580C	16312
D10F2610	14185
D10F2F3A	21479
D10F4A25	23725
D10F8117	20065
D1137D63	7802
D1150A2B	15098
D1155A41	17992
D11596A6	22185
D117A0A4	860
D11A18E1	12621
D11A5D4F	22279
D11C05F9	12572
D11C2B7E	332
D11C7400	7074
D11D7E3E	10908
D1253DBB	23420
D128E146	6016
D128EC9E	7176
D129A202	16149
D129C4C0	9600
D12EAB16	13959
D12F76F3	19811
D12F9E6E	11295
D12FF361	6422
D134AEB4	19228
D136772C	17305
D13700F4	15124
D137C807	14760
D13A400B	21400
D13BB274	16516
D13D6D45	16092
D13F9898	10268
D1437568	2973
D145FC7D	8400
D1467DFA	7549
D14A4207	6940
D14BC053	4739
D14D4895	18125
D150C43E	6693
D153DAB0	7662
D155F0F4	4259
D1563594	11726
D157D052	6291
D15CAFC9	9100
D1608653	11470
D163D3AE	16919
D164FEC7	24163
D169461E	12233
D169D33A	2297
D16BA432	1318
D16CA950	14981
D16E11FB	788
D16F569D	2904
D16FCE06	18806
D1701594	3257
D17190A9	21255
D173E501	12387
D176B1C7	15036
D17B5745	9122
D17D108F	20311
D17D11A5	22291
D17F4E26	24553
D1803B34	2177
D184185F	22671
D18750E0	11242
D1884DD8	23366
D18A3D43	19074
D18CA62F	8282
D18F345C	21273
D1961A13	15771
D19A2C7A	16930
D1A00A85	11772
D1A49CA4	2331
D1A965A2	811
D1AE3756	16575
D1AEACE4	758
D1AF151C	2626
D1B67637	1897
D1B92952	12036
D1BBA206	10480
D1BCDE4B	20790
D1BD52B3	14846
D1C0D611	20832
D1C1A463	2495
D1C1F0E1	18861
D1C3006A	22020
D1C5457E	24203
D1C5932C	23584
D1C613D2	7898
D1C87E8F	12528
D1C889AF	11880
D1C9921B	1162
D1CD58E3	10120
D1D0AE65	18488
D1D531F0	5145
D1D6EBD4	1453
D1D7B4BB	17547
D1E08F71	13407
D1E1070C	6371
D1E108BE	2010
D1E34FF5	2151
D1E97181	12714
D1EC1694	9891
D1EC5F4A	19131
D1EC7C25	14484
D1EE644B	8477
D1EF69C1	14568
D1EF9559	10377
D1F21105	8647
D1F46A59	821
D1F6A8D0	10543
D1F763EA	4997
D1F783FE	24591
D1F899AD	3344
D1FA5DFB	20196
D1FBBC16	218
D1FBFE45	14515
D1FC1BA8	12507
D1FFDC8C	19718
D2000D20	21204
D2005D67	21389
D203DC62	19005
D2076AC2	11974
D2076E61	24254
D2089AA4	24485
D208EA21	21184
D20A9572	14623
D20C693E	17973
D2195AD7	1303
D22A73F4	1923
D231EAED	2480
D239AF61	22474
D239C599	11828
D23D9B2C	19202
D23E4D87	12076
D23ED2D0	8054
D2411A86	19269
D241C4C0	3953
D2457497	2051
D2465317	7874
D247235B	17059
D24822C0	21683
D24E527A	2324
D2503BD0	22909
D258A9A3	23389
D25F25A3	2033
D260E82C	2672
D2618B65	22227
D264AA0D	15498
D268BFA7	24562
D26EBF9C	3377
D2744F5B	16102
D2765707	8372
D276CEB1	442
D27BFA1F	9672
D27CE36E	17956
D27EA32E	24029
D288C408	16279
D2896422	23711
D28C3DA8	12224
D28D2411	19281
D28EAF7A	8946
D28F242D	9870
D28F6000	19109
D298BA4C	2691
D2992C4B	158
D299ECB0	22411
D29ACC47	13036
D2A3F4C3	4814
D2A69E8E	22041
D2A77A03	23836
D2AFC0F6	11135
D2B3F845	17587
D2B8771F	5891
D2BA8DBF	16700
D2BAD23D	19218
D2C5C4CB	20226
D2C6CC2D	8310
D2C82A59	8093
D2C8A555	15704
D2CADC09	21734
D2CDE087	399
D2D0C08D	8038
D2D303F4	7202
D2D70386	15156
D2D940E6	13547
D2DC3223	81
D2DCF71E	5460
D2E30337	12705
D2E44EA5	13298
D2E50415	18555
D2E527C2	15248
D2E8FB54	10552
D2E9C33A	4402
D2EA7C10	22268
D2EC6804	17529
D2EF4A62	2705
D2EFD904	20185
D2F010A8	2810
D2F08CA7	7021
D2F0E2D6	17862
D2F120E6	8730
D2F8218F	8242
D2FBBE88	14206
D2FBFA83	9037
D303F44A	7194
D304ADCB	11419
D307D5DD	22699
D30C46E2	7772
D30D652A	20019
D30F28DA	4796
D30FDFB7	20706
D3114D2A	22061
D314BEAE	7498
D3158B7A	11549
D317C356	22755
D31A78DC	8701
D31BB00D	2738
D31C5C66	9540
D3234455	18006
D324B84C	23242
D3258FC8	13111
D32A473B	13630
D32EC4B9	4076
D3308BBC	21092
D332CDF5	11179
D336986B	20032
D33AB950	2281
D33D3CD7	4197
D34557C3	4265
D34721FA	12534
D34B73DC	5466
D34DF2B5	13194
D3519D0B	8434
D357153D	24076
D35A90CC	13256
D35C0A7D	974
D35D11C0	12584
D35DCD12	23440
D360A40A	16181
D366A2FE	22575
D36930C5	22236
D370BA0D	522
D3760527	23142
D3784CEB	5096
D37CAD7E	13188
D37F1A93	9792
D383EAE3	14551
D385152B	1077
D386741B	4393
D3895F64	12752
D3899AF5	24539
D38B1FD8	4045
D38C9FFF	10034
D38ED744	21501
D39066D8	17118
D3931442	14009
D3A67572	2288
D3A7CFD9	9753
D3ACCBDE	13223
D3AEBFD4	16903
D3B1A590	8108
D3B6ACF8	6249
D3B74BA3	10566
D3B95EC4	6760
D3B97453	18143
D3B99D3F	2883
D3BFE57B	12889
D3C12E1F	10653
D3C26F02	16231
D3C59BEC	16424
D3C6E7CA	8690
D3C7DF6C	16006
D3CA70EE	21801
D3CB4C1F	22713
D3CD7759	4185
D3D07470	2513
D3D17015	3265
D3D1C300	22028
D3D49F1A	1505
D3D7408C	8191
D3D78E61	14682
D3E17466	16948
D3E2EF4E	6782
D3E6DAD0	9328
D3E7A849	23971
D3E7DB76	15800
D3E7EAA3	18231
D3E7ECC9	9746
D3F20237	9166
D3F3011A	5024
D3F5180F	7963
D3FD4948	2137
D3FEA141	2863
D400BFEA	21043
D403B172	22999
D407DE88	7823
D408F313	5817
D4099818	17903
D40F03BB	19577
D412DAC9	15208
D4160ADA	1429
D41BF804	9018
D41D9B8B	7730
D41DF0F6	12201
D4210A27	12484
D4214607	5729
D421AB49	9694
D422FA20	10207
D424D555	23956
D4261792	21359
D4282C67	2850
D428A2B8	18188
D42D9C33	4611
D4313529	15612
D4377744	19250
D4380090	11228
D43D0B3C	19054
D4412452	11088
D4425B05	21167
D4442AAD	13758
D444B47B	9909
D450AA55	14879
D453722A	16072
D4594347	18883
D45FCB16	22562
D4603F04	7953
D462F1A1	6830
D463ADDD	24513
D465CECC	24016
D46742FD	8428
D467A8E3	22848
D4699E9E	4206
D46B2874	18581
D46BA191	15556
D46DF9CA	16689
D46F6DF0	4881
D470F167	1561
D4719DE8	17330
D471CA7C	22833
D476B06B	21123
D4772401	7251
D4777CD8	9974
D479EF13	1782
D486634E	13245
D487FF19	4932
D4895FAB	18113
D48CB212	895
D492196A	16879
D4931E51	22635
D494856F	2125
D4961753	1242
D4976FAC	21452
D49782CB	17801
D4978C09	12859
D49818AC	15836
D49C9D3A	9773
D49F057E	17446
D49F1ADE	1497
D49F4C52	7512
D49F7FE0	1402
D4A55628	11522
D4A5C1FC	15594
D4AAE71B	20935
D4AB1814	3761
D4AE901E	19018
D4AF4915	2065
D4B1C2B9	660
D4B2D16E	804
D4B56FD8	10687
D4B71972	18680
D4B8C69A	13277
D4B92415	11604
D4BD2AFC	11147
D4BE2C69	4427
D4C67327	22164
D4CEE401	23201
D4D00C0C	18065
D4D74784	6385
D4D88734	12778
D4DEA04C	17916
D4E05A48	17078
D4E404C5	17833
D4E42EEA	5416
D4E55784	13672
D4E652A7	1220
D4ED6C93	6329
D4EDDBB0	23633
D4F27908	19525
D4F821A6	22259
D4F98550	13839
D4FC0188	24452
D4FDAC50	3608
D50104E0	17265
D5045319	12337
D5059CD4	18907
D51662DD	6562
D51A0793	10530
D51A7A2E	3276
D5228398	8980
D52353F0	24466
D524AEB6	21574
D5264DD3	2762
D52ACBD6	1966
D52B3E6F	14834
D52BBE7D	21018
D52FEC59	2583
D5314C09	9487
D531F0C7	5137
D5352AB9	20945
D5367078	11365
D5394733	21618
D53B169E	8212
D53DDB0F	12950
D53DDF78	8919
D53F7E95	4835
D5421939	7623
D5429D83	7147
D5438AE1	15900
D54756F5	18214
D549504E	20469
D5496A58	677
D54BC390	17622
D54EF3B6	18955
D555216E	2094
D555AB77	23940
D5572302	17766
D55D3E7E	18243
D5608B78	18442
D562C99F	13946
D570AA8A	5301
D57284A4	21995
D573ACC3	10822
D5752F8B	4437
D5782725	16854
D57CD6BB	8010
D57EE89B	14777
D57EEBAF	21309
D57F88E1	13590
D5841142	11957
D584ED54	7643
D5850770	4972
D585302C	1720
D585F16A	18090
D58A68B7	2921
D58E364F	10108
D595A5A6	7217
D595AD3C	22733
D59C90D9	745
D59E04FB	16553
D59F1B5B	6236
D59F832A	6097
D59FA3AD	1468
D5A1E2C5	2955
D5A4F7F4	9679
D5A7733A	2890
D5AC9E88	353
D5ADB721	5371
D5AF78F2	5626
D5B0912D	23506
D5BBD61C	23925
D5BD428A	18200
D5BF63D3	10677
D5C336CD	4301
D5C54F5F	24070
D5C58264	4495
D5C65A3F	14534
D5C8C9AF	15390
D5C9336E	7477
D5CA83CE	2270
D5CD7CE1	5212
D5CECD5A	5391
D5D02667	13803
D5D15CAF	9108
D5D3158B	11557
D5D54EF3	18963
D5D98A61	19776
D5D9C3BF	3218
D5DB0838	2463
D5DD1841	22683
D5EB2E97	9058
D5EF54F7	8933
D5F3E778	21892
D5F50C4D	15622
D5F68FFE	19731
D5F88DCF	11637
D5FC51C2	10789
D60849A9	918
D60D64D0	8801
D60D74CC	21110
D60DD4D8	12794
D611CC75	577
D611F7F4	20816
D6125F9F	3308
D6130847	22801
D6143598	17490
D616FC66	8339
D619410C	3430
D61C389A	23909
D61D9802	20265
D6215852	7700
D62815DD	3593
D629E6E5	16783
D62BED47	1802
D62F784E	20440
D62F7B9F	10442
D634C311	7782
D635735F	5222
D6386AA1	15917
D638EFCC	15023
D6392B4B	421
D63F7D2F	8750
D6406A4B	1259
D6411A0C	1860
D6412FD9	8581
D645FA45	1942
D64D0975	8789
D64F4470	346
D64F8C3B	15189
D650E972	18572
D651E0A4	18630
D652A71E	20007
D65319B0	11708
D6547016	21429
D6573CAB	494
D65BF144	2241
D65D2FBF	9049
D65F0751	6852
D660D775	17472
D661F57F	10807
D66239E2	13025
D665EF4D	13216
D66C1298	4163
D66DD14A	6956
D66E7EEB	7107
D66EFB2E	14409
D670A326	20406
D6750985	21369
D679FB99	23882
D67A70A2	1088
D67DDAF9	5071
D67FD055	6664
D6822011	10151
D685F8F8	9309
D686B092	3321
D6897CF3	11300
D68D71BA	16580
D68E06B0	20837
D68E4C90	1167
D691ECD9	19207
D69375FC	3382
D69A390F	12539
D69E3EFB	16011
D69E5A60	22718
D6A4331A	13250
D6A72026	17838
D6A97F62	2588
D6AECC53	19781
D6B44BE7	11305
D6B4F1F7	16016
D6BB0C85	7994
D6BC76DE	5846
D6BE9729	15261
D6BEB1FB	8763
D6BF21EB	1284
D6C2FCB4	21553
D6C93434	6317
D6CC39B8	3155
D6CD1875	11254
D6CE0420	17037
D6D2744F	16110
D6D407DE	7831
D6D45372	16080
D6DA2C9F	24174
D6DB9085	5364
D6DC8BC0	6214
D6DEA7CC	13852
D6E07E28	4701
D6E0AFC1	15355
D6E3DFF3	12980
D6E50676	10075
D6E76DE1	24125
D6EBA28C	7564
D6EBD416	1445
D6EBD811	20100
D6EE9044	24498
D6F19814	8834
D6F4CBB1	4086
D6F567E8	1478
D6FA2AC6	11737
D6FD40F0	19589
D7029F66	968
D70386D1	15148
D70897F3	10938
D708C04E	551
D714BAD0	10170
D717C32B	13441
D718B7B3	6605
D71BAB3C	16568
D71F5A38	20851
D722CE5A	22124
D7230F20	20345
D72459BC	10989
D7290104	1132
D72A919B	17707
D72D17B5	9134
D733BDB8	16612
D7355FE2	13600
D73F00CC	9824
D7408C4A	8183
D743228A	15547
D7443CBC	21485
D7447017	12578
D74519F7	7555
D747841C	6377
D748656B	1309
D74CC22E	21098
D74D4674	8440
D752F4AB	11153
D7567243	751
D75FEA49	16896
D75FFA31	21292
D76190B4	7989
D7630E7D	11333
D76B8FAD	20860
D76C5FEB	3517
D7734494	23434
D77527C1	17456
D7759B04	4173
D7816C88	3492
D784E8A8	6710
D784F06A	10712
D785D635	5238
D7878C22	23285
D78A52A8	23805
D78A8E71	2619
D78B27CB	7400
D78E2EB0	12815
D78E6155	14674
D78EDBD4	5841
D79470B5	20971
D795F090	290
D797F06E	11857
D7A34939	2338
D7A82C15	1436
D7A8C75B	24520
D7AE48B3	10996
D7B02234	20091
D7B068B7	18823
D7B0AFEB	22459
D7B11B6D	12104
D7B4BB1A	17539
D7BC7979	5619
D7CE1CF7	5200
D7CE719D	5052
D7D10142	1012
D7D11C74	7082
D7D2E527	15256
D7D412DA	15216
D7D63F7D	8758
D7DA18C5	15068
D7DD030A	13077
D7DD6E0A	15367
D7E089A5	22434
D7E3E525	10896
D7E43D64	1279
D7E4483C	3082
D7E56C02	13168
D7E76ECD	16985
D7EB17BD	10451
D7EF9A4F	24048
D7F39D1F	3364
D7F3B7EC	14338
D7F56B27	363
D7FA9243	16890
D7FE8C79	21286
D8000E8C	19095
D8038512	14248
D80593D1	22315
D805F9F2	13151
D806F4BB	2723
D8103646	10614
D8111A21	20084
D8149F88	23132
D81976BC	23306
D82531BB	4154
D82902B4	16175
D82979B3	14313
D829CFE7	17219
D829E776	15470
D82BAA55	1981
D82C1C11	23342
D82D28F2	9882
D82D5394	21630
D82D99EA	21148
D8345BF3	18816
D83B8CE2	9950
D83E07C6	3910
D83F0D66	7127
D83FE2B4	23610
D84132CB	3638
D841C0E5	2452
D84896EF	23499
D8519538	6179
D8524B1B	19161
D857F5F8	22452
D8596120	19474
D85B7280	7331
D85F9681	21548
D860646F	18365
D8612B99	16375
D8642D3F	7983
D8658519	11685
D869F0BA	16957
D86E5066	6534
D871A9AE	6400
D8787B32	12931
D8789CA0	23040
D87E5D1B	12056
D87FD4E0	17094
D883437C	12452
D885EEC8	4021
D88734E2	12770
D88A1FF6	6739
D88DB691	12097
D88E903B	24267
D8926F6E	10297
D8959F36	9365
D89734E2	4063
D8A15F80	16657
D8B20046	2566
D8B4F5D0	8201
D8B91DCE	22984
D8BDCE4F	8867
D8BE947B	19122
D8BFD781	3508
D8C1F025	14080
D8C39F5A	11327
D8C67789	14152
D8C67EA3	7272
D8CD785D	5250
D8D0097B	17520
D8D2C82A	8101
D8D39314	14017
D8D573AC	10830
D8DC1AC8	1879
D8DD5853	1732
D8DDAA92	692
D8E0D2C8	15720
D8EB4726	1176
D8EC081B	10623
D8F0777F	3185
D8F3B339	22533
D8F4EFF9	12899
D8F4F04B	10663
D8F66B73	24142
D8F7A719	10049
D8F84A84	14475
D8FAB0A0	4983
D8FE2F2D	8136
D8FEBCAF	303
D904BB51	1583
D904CFBB	20169
D904E4EA	19550
D904E6B5	16037
D910EE50	3475
D912EE1C	18306
D914C3D4	10231
D916F759	6874
D917D1E9	12730
D9182667	10596
D919E77E	3801
D91BB450	2991
D91E15B7	15981
D91E6385	4000
D91F94C3	19436
D922CC57	19937
D925821E	15432
D926407A	16451
D926868A	6312
D929B723	22373
D930E545	4350
D9371B29	24392
D939F5B7	13870
D93A1337	16501
D93D5429	7159
D93DE466	721
D93FADCA	10090
D940E629	13539
D9472D30	11439
D94AA8D4	13696
D94B12C6	24373
D94D930E	4362
D952A08E	14972
D95312F2	20760
D957DD11	22205
D95C1FAC	8362
D96026C9	22394
D9658761	19183
D9696CA0	13556
D97056D8	16399
D970BE94	179
D97192B2	14390
D97696E1	94
D980287A	20253
D983D9D3	23995
D984CCF9	21852
D985A319	8297
D9873702	3150
D98A615D	19768
D992224C	9729
D9926754	18929
D99288B0	12175
D9963145	21940
D996C7A7	12912
D99C43DE	8557
D99C8220	22518
D99EA3B5	21136
D9A1A68A	4280
D9A30EA1	11249
D9A3C69F	2158
D9A5E119	7028
D9A7A93E	1512
D9A8BF96	22569
D9AB5B6E	5378
D9AC70D5	15924
D9ADCEDB	24132
D9B0D3E1	16964
D9B124DE	10304
D9B2CB0E	19190
D9B8B588	7718
D9BCDFFD	946
D9C0840A	17032
D9C1E35D	11355
D9C33382	4599
D9C3BFEC	3210
D9C527C9	4526
D9C8662C	14290
D9D3E7A8	23979
D9D57EEB	21317
D9D6392B	429
D9D67A70	1096
D9D8DC1A	1887
D9DCB33B	17295
D9DF26F1	14940
D9EF1A72	17137
D9F54598	6572
D9F67D51	6582
D9FDBCB8	3702
DA0AB121	19629
DA0D9258	15444
DA1524E3	4772
DA18C5D1	15060
DA1EA925	21587
DA25D562	13962
DA26E01E	15127
DA286EAD	2976
DA29780A	4742
DA2C9FD8	24166
DA2D7486	1321
DA2D952A	14984
DA32C342	15774
DA35D59C	761
DA3C11EE	13410
DA3D8BE9	19134
DA3FFB91	19721
DA4152AE	14626
DA4735EC	22477
DA47C9B0	12079
DA4C316C	22230
DA4E89EB	16105
DA51A482	19284
DA567F08	17590
DA5A1811	8041
DA5AE070	15159
DA5B8644	84
DA5D8D00	17532
DA61ACA5	20022
DA66D30D	20035
DA6BB9A2	23443
DA707D5C	14554
DA772E8A	18146
DA80762E	23002
DA80FBD1	7826
DA83BE1E	12204
DA8A154A	14882
DA8A6E45	16075
DA8E1E2C	1564
DA8E33BD	17333
DA8EEF9B	9977
DA8F3DE2	1785
DA92F181	12862
DA93EFFC	1405
DAA0209C	17268
DAA340F2	10533
DAA84327	7626
DAA92D4B	680
DAB08228	11960
DAB09DAA	7646
DAB14D16	2924
DAB3E36B	6239
DAB3F065	6100
DABA2B95	9111
DAC1AE99	21113
DAC286B3	17493
DAC32821	3433
DAC3B300	20268
DAC502BB	3596
DAC57DA8	1805
DAC71DF9	15026
DAC9F187	15192
DAD0BF1F	9312
DAD92686	6320
DADB9178	6217
DADE3302	8837
DAE2975A	10173
DAE316F6	6608
DAE3EB47	20854
DAE52020	1135
DAE6ABFC	13603
DAE88797	21488
DAE9A8CE	8443
DAF09D15	6713
DAF0F184	23288
DAF9CE33	5055
DAFE76FD	14341
DB0070A2	14251
DB08381C	2455
DB0C2573	16378
DB0F0F66	12934
DB0FFA9C	17097
DB11D207	24270
DB12B3E6	9368
DB17FAF0	3511
DB18CFD4	7275
DB1C1A59	15723
DB20976A	1586
DB209CD6	16040
DB23C2B6	15984
DB2D2D94	13559
DB324CEA	18932
DB3434D1	4283
DB36249B	10307
DB3AC725	432
DB3B1B83	1890
DB3BE4DE	14943
DB4593FB	24169
DB48F936	12082
DB4B5C0E	15162
DB4EE5D1	18149
DB500EC5	23005
DB51DDF3	9980
DB567C6D	6242
DB5A17E3	9315
DB6319FA	7278
DB691F26	12085
DB7210AB	5359
DB734198	3560
DB765C2F	189
DB768CB0	15784
DB7848CB	24111
DB78C797	12291
DB7A811E	5828
DB7C1DFD	4867
DB84CA9A	4638
DB88437F	3112
DB8B4DD8	23156
DB8CC48C	7455
DB8D68D7	16592
DB906742	20597
DB90855B	5356
DB917803	6209
DB9183CF	22358
DB9404BE	7320
DB967537	17934
DB97EEB7	7585
DB987CFC	24240
DB9A0CC1	3557
DB9A7CDB	9339
DB9EAD7B	5639
DB9F4754	5159
DBA27F31	10275
DBA29484	6947
DBA5D1F6	10559
DBA8428C	5736
DBB07FC5	23617
DBB26E36	24399
DBB2E17D	186
DBB361A7	16971
DBB46586	15781
DBB6C633	7285
DBB760FF	23624
DBB9B4A3	19299
DBBA4B15	23400
DBBFBC42	9227
DBC166A2	11109
DBC2465B	24108
DBC63CBE	12288
DBC7710C	24317
DBC884AE	20683
DBC99FB7	17186
DBCB8308	3690
DBCCC311	9260
DBCD6AEC	19793
DBD01AF2	20990
DBD241C4	3961
DBD408F3	5825
DBD4F985	13847
DBDC4E93	463
DBE0EFEE	4864
DBE2D04C	15958
DBEB2A38	21438
DBEBC278	10721
DBEBC593	7409
DBEDDCDA	19308
DBEE45B2	13719
DBF395B1	16680
DBF46EE8	10490
DBF60A5E	14323
DBFC8EF6	17163
DC01D6CD	11270
DC03D115	15114
DC067521	4950
DC09164E	21718
DC093DB8	3132
DC0A727C	6910
DC0DE246	5532
DC0FC51E	4696
DC15F831	15350
DC1AC823	1871
DC23F68D	779
DC2654D4	4635
DC283E63	19841
DC2E8359	516
DC322308	73
DC327FB9	12666
DC387E04	18289
DC3B1AAE	10841
DC421BFA	3109
DC4301EE	15651
DC433105	24303
DC4E93B6	455
DC54DEA0	7751
DC5A6EC0	23153
DC5AC42B	7711
DC61C521	13385
DC6220F5	18989
DC624CA6	5934
DC65CA71	18670
DC662465	7452
DC67144F	9939
DC67229D	5329
DC6B46B8	16589
DC6C5EE7	8876
DC6CA589	24382
DC738ED7	6629
DC7765DA	108
DC784F35	5442
DC7A4001	21215
DC7BFE6A	12975
DC7CFD06	2206
DC7FE5FA	5873
DC80078C	6991
DC80225D	23188
DC8227F4	12000
DC833A12	20594
DC842ADC	5353
DC8AB6C8	16058
DC8B652A	13710
DC8BC01B	6206
DC8C0071	19702
DC8C1E79	22355
DC8D30FD	20718
DC9007D5	7241
DC90153C	11056
DC94A956	12029
DC9D5B09	23518
DC9DDC62	5950
DC9DF6E7	5657
DCA0056D	3458
DCA025F7	7317
DCA0CDDD	6525
DCA0CEC7	10070
DCA1FA62	22080
DCAF6228	6753
DCAF88CE	1685
DCB15BCA	16762
DCB29634	9626
DCB33B54	17287
DCB3A9BD	17931
DCB9B73E	5174
DCBA29A9	18136
DCBC22A1	20645
DCBC8F44	12643
DCBE4B16	11399
DCBF75BA	7582
DCC26A98	9504
DCC3E7E1	24237
DCC896ED	8468
DCC9F5CF	9842
DCCE549C	17410
DCCE9FF5	2876
DCCEF9BA	23863
DCD06609	3554
DCD1253D	23428
DCD2CADC	21742
DCD3E6DA	9336
DCDA51A4	19292
DCE147C7	22964
DCE4F6B7	8855
DCEB6A03	7840
DCEDBC24	24120
DCEE594B	9635
DCEEDA8E	9993
DCF56BDE	5636
DCF71E13	5452
DCF952A7	8677
DCFA3AA6	5156
DCFC2DF3	10423
DCFDD7D1	7098
DCFEA5C9	11617
DD02E608	10345
DD030AB0	13069
DD05645A	19896
DD05CC51	19661
DD05D03F	21776
DD0CF054	9436
DD0E41F4	6501
DD1011F5	22874
DD1035FA	10469
DD11596A	22189
DD134AEB	19232
DD137C80	14764
DD13F989	10272
DD14A420	6944
DD153DAB	7666
DD184185	22675
DD2089AA	24489
DD239C59	11832
DD258A9A	23393
DD2A77A0	23840
DD2E8FB5	10556
DD31BB00	2742
DD324B84	23246
DD4210A2	12488
DD421460	5733
DD46BA19	15560
DD49F057	17450
DD4AF491	2069
DD4D8873	12782
DD53F7E9	4839
DD54BC39	17626
DD585302	1724
DD59E04F	16557
DD5A1E2C	2959
DD5CECD5	5395
DD5EB2E9	9062
DD5F50C4	15626
DD651E0A	18634
DD65F075	6856
DD66C129	4167
DD6E0AFC	15359
DD6EBA28	7568
DD74519F	7559
DD75FFA3	21296
DD7A82C1	1440
DD7B0223	20095
DD7D11C7	7086
DD7E76EC	16989
DD7F39D1	3368
DD7F56B2	367
DD806F4B	2727
DD8149F8	23136
DD82C1C1	23346
DD83FE2B	23614
DD86E506	6538
DD8FAB0A	4987
DD904E4E	19554
DD91E638	4004
DD9371B2	24396
DD93A133	16505
DD94D930	4366
DD970BE9	183
DD97696E	98
DD9B0D3E	16968
DDA0D925	15448
DDA25D56	13966
DDA286EA	2980
DDA32C34	15778
DDAA92D4	684
DDAC3B30	20272
DDAE9A8C	8447
DDAF9CE3	5059
DDB0F0F6	12938
DDB51DDF	9984
DDB6319F	7282
DDB8B4DD	23160
DDB97EEB	7589
DDBB07FC	23621
DDBCD6AE	19797
DDC327FB	12670
DDC624CA	5938
DDC738ED	6633
DDCDA51A	19296
DDD0E41F	6505
DDD1035F	10473
DDD134AE	19236
DDD2089A	24493
DDD258A9	23397
DDD54BC3	17630
DDDD134A	19240
DDE0B6DD	207
DDE62077	23478
DDE827C3	4131
DDEAFB47	19740
DDEB0E1C	23918
DDEDB9A0	3569
DDEEE193	12679
DDF301BE	20146
DDF360EE	9964
DDF443C9	14195
DDF65C64	14400
DDF7816F	8907
DDFB7DC8	13730
DDFD6CC3	3167
DDFDE215	9224
DE0059A4	22932
DE041517	16214
DE050608	1630
DE05BEE3	8897
DE0672D4	23657
DE087DD7	387
DE0B3510	11106
DE0B6DD9	203
DE0E3BCD	17680
DE0FFA4D	24581
DE113630	14098
DE1232DE	24105
DE133ACF	5090
DE133E35	21069
DE138D67	20426
DE204B31	6053
DE215525	9212
DE246598	5520
DE26FF9B	1765
DE2788C6	14134
DE28F661	21870
DE2F27E3	8533
DE2F800A	14919
DE31E5F3	12285
DE33028D	8829
DE34E419	17128
DE382ECC	21961
DE390A65	18420
DE39FA04	18777
DE3B8866	24314
DE3CBC88	5612
DE442571	20680
DE450440	15868
DE466C6E	709
DE4B654C	20774
DE4CFDBF	17183
DE5017F8	16743
DE51C97D	10966
DE521EB1	16804
DE53E777	17652
DE55F0A2	18340
DE5C1843	3687
DE62077F	23474
DE6469F1	6799
DE66188B	9257
DE6B5766	19790
DE6F25B2	20783
DE6F29F3	17661
DE6FFEB0	939
DE76CC93	18942
DE7BE41C	19391
DE7C5209	24627
DE80D794	20987
DE80DD10	22890
DE80EBC5	23822
DE827C3C	4127
DE889BEB	7807
DE89B3B9	17310
DE920E26	3958
DE94C5D2	2696
DE977A53	2710
DE997625	4081
DE9A6F95	13199
DE9AB8A9	24081
DE9C64FF	10039
DE9DCAF6	6765
DEA04798	5822
DEA04CC0	17908
DEA0ECDC	7735
DEA14515	18193
DEA35943	18586
DEA52AB1	11527
DEA7CC2A	13844
DEA9326E	2767
DEA959F3	14839
DEA9EEFB	8924
DEACFD1D	1473
DEAD3B99	2895
DEAFB47F	19736
DEB0E1C4	23914
DEC9CFAD	13875
DECF78D3	17142
DECFB3EA	6587
DED383EA	14559
DED7F3B7	14346
DED8959F	9373
DEDB9A0C	3565
DEDBE0EF	4872
DEDC6B46	16597
DEDD13F9	10280
DEE2749D	460
DEE3D200	21220
DEE7E16F	10428
DEE82B22	19901
DEE86782	9441
DEEB2F83	6861
DEEBF3B7	16994
DEEE193F	12675
DEF7433C	9446
DF010F38	12430
DF0407AD	20123
DF077F75	4861
DF0F664A	12189
DF1414A8	18734
DF168265	15955
DF1740CF	617
DF1FC3D9	16475
DF201E63	14750
DF20E385	19380
DF22794C	5982
DF240B92	20908
DF2507E8	253
DF26F17C	14932
DF2AB3BA	10368
DF2B5F95	13182
DF301BE0	20142
DF349FA8	24039
DF360EE3	9960
DF374A9D	23850
DF3E7934	10403
DF3EDE80	21003
DF443160	16318
DF443C98	14191
DF4558D6	11732
DF49208B	21689
DF4BC483	8736
DF4D7447	12590
DF555485	2100
DF58D30C	7788
DF5951C0	21435
DF5CB45E	9140
DF5D4BD2	11159
DF5E13C1	10718
DF5E2C9F	7406
DF634E4C	14023
DF637561	1738
DF63AD1C	1182
DF65C15B	16405
DF65C64A	14396
DF68B5D2	1327
DF6C8F0A	15990
DF6E7AB5	5645
DF6EDB18	7291
DF6EE6D2	19305
DF71B17B	8882
DF722D94	13716
DF7287E9	22086
DF7816FB	8903
DF85F52A	3779
DF8A24DC	2230
DF8CD2C6	8326
DF90E4AC	10755
DF98AB68	15006
DF9C0DE3	18797
DF9CAD8A	16677
DFA0EA4F	7529
DFA37744	10487
